;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
EVTOPTC91355;Ò²ĞíÎÒ¿ÉÒÔÇóÓÚ [From.GetHerHis] Ì°À·µÄÒ»Ãæ...;Peut-être pourrai-je faire appel ?son côt?cupide...;Vielleicht nützt mir [From.GetHerHis] Gier ...;;Tal fez puedo atraer a [From.GetHerHis] lado codicioso;;;;;;;;;x
EVTDESC_CM_4309;Ò»¸öĞÂµÄÄÂË¹ÁÖ½ÌÍÅ³ÉÁ¢ÁË, ËûÃÇ×ÔÈÏÎªÊÇÑØÏ®×î¹ÅÀÏµÄ¹şÂ³Àï´«Í³, ·¢ÊÄ±£»¤ÄÂË¹ÁÖ¶Ô¿¹²»ĞÅÕßºÍ¸÷Â·¶àÉñ½Ì. ¹şÂ³ÀïÕıÊÇÓÃ¶¾½£´ÌÉ±°¢Àï¹şÀï·¢Ö®ÈË,ÈÏÎª°¢ÀïÊÇÒÁË¹À¼½ÌµÄ¶¾Áö. Õâ¸öĞÂ½ú×éÖ¯ĞûÊÄÒªÓĞ×ÅÒ»ÑùµÄÓÂÆøºÍĞÅÄî¶Ô¿¹Î¨Ò»ĞÅÑöµÄµĞÈË. ËûÃÇ×Ô³ÆÎª"¹şÂ³ÀïÒ®ÅÉ";Un nouvel ordre de guerriers musulmans est fond? Ils disent descendre des anciennes traditions haruri et ont jur?de protéger l'islam et de combattre les infidèles et les polythéistes de toutes sortes. C'est un haruri qui a tu?le calife Ali avec une épée empoisonnée car il le considérait comme un corrupteur de l'islam. ce nouveau groupe a fait serment de montrer le même courage et la même détermination dans sa lutte contre contre les ennemis de la vraie foi. Ils se font appeler les Haruriyyah.;Ein neuer Orden muslimischer Krieger wurde gegründet, der sich auf alte Haruri-Traditionen beruft und schwört, den Islam zu schützen sowie Ungläubige und Götzenanbeter aller Art zu bekämpfen. Ein Haruri war es, der Kalif Ali mit einer vergifteten Klinge ermordete, als sie dachten, er beschädige das Ansehen des Islam. Diese neue Gruppe schwört nun, so mutig und entschlossen wie ihre Vorläufer die Feinde des wahren Glaubens zu bekämpfen. Ihr Name ist schlicht 'Haruriyyah'.;;Se ha fundado una nueva orden de guerreros musulmanes, se proclaman descendientes de las antiguas tradiciones Haruri, y juran proteger el Islam y combatir infieles y politeístas de toda clase. Fue un haruri quien mat?al Califa Al?con una espada envenenada, puesto que a su entender corrompía el Islam. Este nuevo grupo ahora promete mostrar el mismo coraje y determinación en la lucha contra todo enemigo de la verdadera fe. Se autodenominan simplemente "Los Haruriyyah".;;;;;;;;;x
EVTOPTA_CM_4309;ÎÒ¶à°ëÓĞÓÃËûÃÇµÄµØ·½;On peut certainement leur trouver une utilit?;Mit Sicherheit können sie uns nützlich sein.;;Estoy seguro de que podemos usarlos;;;;;;;;;x
EVTOPTB_CM_4309;Í¿¶¾µÄ½£..ßí..;Des épées empoisonnées? Hmm...;Vergiftete Klingen? Hmm ...;;¿Espadas envenenadas? Mmm...??;;;;;;;;;x
EVTDESC_CM_4311;×îÕıÒåµÄ [Root.GetTitledFirstName], ÀíËùµ±È»ÎÒÃÇ¹şÂ³ÀïÒ®ÅÉ¿ÉÒÔ´û¸øÄú300»Æ½ğ.ÎÒÃÇ½ö½öÒªÇóÔÚÎ´À´ÄúÄÜÔÚÒ»Ğ©ÊÂÇéÉÏ¸øÓè°ïÖú. ×£ÄúÆ½°²,\n\n[From.GetTitledName];Très vertueux [Root.GetTitledFirstName], les Haruriyyah peuvent bien évidemment vous prêter 300 or. La chose que nous demandons en contrepartie est votre aide future lorsque certains besoins se feront sentir. As-salâm 'aleïkoum,\n\n[From.GetTitledName];Euer Hochwohlgeboren, natürlich können wir, die  Haruriyyah, Euch 300 Gold leihen. Als Gegenleistung erbitten wir lediglich Eure künftige Unterstützung in gewissen Angelegenheiten, die sich ergeben könnten. Salaam alaikum,\n\n[From.GetFirstName];;El más recto [Root.GetTitledFirstName], desde luego que nosotros, los Haruriyyah, podemos prestarle 300 oros. Todo lo que le pedimos a cambio es vuestro futuro apoyo en ciertas cuestiones que pueden surgir. Salaam alaykum,\n\n[From.GetTitledName];;;;;;;;;x
EVTDESC_CM_4323;Î°´óµÄ [Root.GetTitledFirstName], ÎÒ½ÌÍÅĞèÒªÒ»×ù³Ç±¤ÑµÁ·ĞÂ±ø,¹©¸ø»¨·Ñ. Èç¹ûÄúÍ¬ÒâÎÒÃÇÔÚ[FromFrom.GetName]½¨×ù³Ç±¤,ÎÒºÜÀÖÒâÒ»±Ê¹´ÏúÄúµÄ´û¿î. ×£ÄúÆ½°²,\n\n[From.GetTitledName];Noble [Root.GetTitledFirstName], l'Ordre a besoin de davantage de châteaux afin d'entraîner des troupes et de générer le revenu nécessaire ?son fonctionnement. Je suis prêt ?annuler votre dette si vous me permettez d'édifier un château en [FromFrom.GetName]. Que la paix soit avec vous,\n\n[From.GetTitledName];Euer Edelgeboren, der Orden braucht weitere Burgen zur Ausbildung von Truppen und zum Erwirtschaften von Einnahmen. Ich bin bereit, Euch Eure Schulden zu erlassen, wenn Ihr uns gestattet, in [FromFrom.GetName] eine Burg zu errichten. Der Friede sei mit Euch!\n\n[From.GetFirstName];;Gran [Root.GetTitledFirstName], la Orden necesita más castillos para entrenar a los reclutas y generar ganancias en [FromFrom.GetName]. Estoy dispuesto a saldar vuestra deuda con nosotros simplemente permitiéndonos construir un castillo en [FromFrom.GetName]. La paz est?contigo,\n\n[From.GetTitledName];;;;;;;;;x
EVTDESC_CM_4324;¹şÂ³ÀïÒ®ÅÉÔÚ[Root.GetName]½¨ÁË×ù³Ç±¤!;Les Haruriyyah ont édifi?un château en [Root.GetName]?;Die Haruriyyah haben in [Root.GetName] eine Burg errichtet!;;¡Los haruriyyah han construido un castillo en [Root.GetName]!;;;;;;;;;x
EVTDESC_CM_4331;ÎÒµÄ [GetFromRelation], [From.GetTitledFirstName], ÇëÇó¼ÓÈë¹şÂ³ÀïÒ®ÅÉÒÔ¶Ô¿¹²»ĞÅÕß! ÕâÑùËû»áÓÀÔ¶Ê§È¥¼Ì³ĞÈ¨,µ«ÔÙÒ²²»»áÒò¸¯»¯Îª¼Ò×åÄ¨ºÚÁË.;M[From.GetHerHis] [GetFromRelation], [From.GetTitledFirstName], a demand??joindre les Haruriyyah pour combattre les infifèles! Ceci le déshéritera pour toujours mais il ne pourra jamais déshonorer la dynastie par sa décadence.;Mein [GetFromRelation] [From.GetTitledFirstName] hat darum gebeten, sich den Haruriyyah anschließen zu dürfen, um die Ungläubigen zu bekämpfen! Dadurch wird er für immer von der Erbfolge ausgeschlossen und er kann der Dynastie durch seine Dekadenz keine Schande bereiten.;;My [GetFromRelation], [From.GetTitledFirstName], has requested to join the Haruriyyah to fight the infidel! This will forever disinherit him and he will never disgrace the dynasty with his decadence.;;;;;;;;;x
EVTDESC_CM_4353;×îÖÇ»ÛµÄ [Root.GetTitledFirstName], ÎÒ½ÌÍÅĞèÒªÒ»×ù³Ç±¤ÑµÁ·ĞÂ±ø,¹©¸ø»¨·Ñ. ÎÒ×¢Òâµ½ÄúµÄÁìµØÄÚÓĞ´¦ºÏÊÊµÄÍÁµØ, ¾ßÌåÀ´ËµÊÇÔÚ[FromFrom.GetName]. ÎÒÔ¸ÒâÌá¹©100»Æ½ğ»»È¡½¨ÔìÒªÈûµÄÈ¨Á¦.\×£ÄúÆ½°²,\n\n[From.GetTitledName];Très sage [Root.GetTitledFirstName], l'Ordre a besoin de nouveaux châteaux afin de lever des troupes et de générer le revenu nécessaire ?son fonctionnement. Il m'est apparu que vous possédiez un emplacement appropri?sur votre domaine, en [FromFrom.GetName] pour être précis. Je suis dispos??vous payer 100 or en échange du droit d'y construire une forteresse.\nQue la paix soit avec vous,\n\n[From.GetTitledName];Euer Hochwohlgeboren, der Orden braucht weitere Burgen zur Ausbildung von Truppen und zum Erwirtschaften von Einnahmen. Ich habe erfahren, dass es in Eurem Reich einen geeigneten Standort gibt, nämlich in [FromFrom.GetName]. Ich zahle Euch 100 Gold für das Recht, dort eine Festung zu errichten. \nDer Friede sei mit Euch!\n\n[From.GetFirstName];;El más sabio [Root.GetTitledFirstName], la Orden necesita más castillos para entrenar tropas y generar ganancias. He sido informado de que hay una localización disponible en sus dominios, concretamente en [FromFrom.GetName]. Estoy dispuesto a pagarle 100 oros a cambio del derecho a construir una fortaleza ah?\nQue la paz sea contigo,\n\n[From.GetTitledName];;;;;;;;;x
OOS_DESC;§Y$PLAYER$§!²»Í¬²½£¡\n$MESSAGE$;§Y$PLAYER$? n'est plus synchronisé !\n$MESSAGE$;§Y$PLAYER$? ist nicht mehr synchron!\n$MESSAGE$;;¡§Y$PLAYER$? ya no est?sincronizado!\n$MESSAGE$;;;;;;;;;x
TRIBAL_VIEW_ON_TRAIT;²¿Âä¹Ûµã $TRAIT$: $VALUE$;Opinion de la part des personnages tribaux sur le trait '$TRAIT$'? $VALUE$;Haltung eines Stammes gegenüber $TRAIT$: $VALUE$;; Vista tribal en $TRAIT$: $VALUE$;;;;;;;;;x
TRAIT_OPINION_TRIBAL;²¿ÂäºÃ¸Ğ: $VALUE$;Opinion de la part des personnages tribaux? $VALUE$;Stammesmeinung: $VALUE$;;Opinión tribal: $VALUE$;;;;;;;;;x
DONT_HAVE_A_X;ÓĞÒ»¸ö §Y$X$§!;Possèdent un §Y$X$?;§Y$X$? haben;;Tener un §Y$X$?;;;;;;;;;x
HAVE_A_X;ÓĞÒ»¸ö §Y$X$§!;Possèdent un §Y$X$?;§Y$X$? haben;;Tener un §Y$X$?;;;;;;;;;x
CHRONICLE_FILL0010; [Root.GetName] µÄÈËÃÇÉù³ÆÌìÉÏÒ»¶ÈÓĞÁ½¸öÌ«Ñô.;Des gens ?[Root.GetName] disent avoir vu deux soleils en même temps.;Leute in [Root.GetName] behaupteten, zwei Sonnen gleichzeitig gesehen zu haben.;;Gente de [Root.GetName] clama haber visto dos soles al mismo tiempo;;;;;;;;;x
CHRONICLE_FILL0011; Èı¸öÍ·µÄÉ½Ñò³öÏÖÔÚÁË [Root.GetName].;Une chèvre ?trois têtes est née en [Root.GetName].;Eine dreiköpfige Ziege wurde in [Root.GetName] geboren.;;Ha nacido una cabra de tres cabezas en [Root.GetName].;;;;;;;;;x
CHRONICLE_FILL0012; ³ÉÇ§ÉÏÍòÎÚÑ»ÔÚÊÕ»ñÇ°Ï¯¾íÁË [Root.GetName], »Ù»µÁËĞí¶àÅ©Ìï.;Des dizaines de milliers de corbeaux ont envahi [Root.GetName] juste avant les récoltes, ce qui ravagea les champs.;Zehntausende von Krähen fielen unmittelbar vor der Ernte in [Root.GetName] ein und richteten großen Schaden auf den Feldern der Bauern an.;;Decenas de millares de cuervos invadieron [Root.GetName] justo antes de la cosecha, lo que caus?un gran daño a los campos de los granjeros.;;;;;;;;;x
CHRONICLE_FILL0013; ÕâÄêÔÚ [Root.GetName] ÓĞÒì³£¶àµÄº¢×Ó³öÉú.;Un nombre étonnamment élev?d'enfants sont nés cette année en [Root.GetName].;In [Root.GetName] wurden dieses Jahr ungewöhnlich viele Kinder geboren.;;Un gran -y poco común- número de niños, ha nacido este año en [Root.GetName].;;;;;;;;;x
CHRONICLE_FILL0014; ÔÚ [Root.GetName], ÈËÃÇÇì×£ÁË [From.GetTitledFirstName] ÓÅĞãµÄÍ³ÖÎ.;En [Root.GetName], le peuple célèbre le règne du bienveillant [From.GetTitledFirstName].;In [Root.GetName] feierte das Volk die wohltätige und gütige Herrschaft von [From.GetTitledFirstName].;;En [Root.GetName], la gente celebra el benévolo gobierno de [From.GetTitledFirstName].;;;;;;;;;x
CHRONICLE_FILL0015; ÌìÉÏÓĞÒ»¿ÅĞÇĞÇµôÂäÔÚ [Root.GetName] .Ôì³ÉÈıÍ·Å£ÉíÍö.;Une étoile est tombée du ciel en [Root.GetName] et tua trois corbeaux.;In [Root.GetName]  fiel ein Stern vom Himmel und tötete drei Kühe.;;Una estrella cay?del cielo en [Root.GetName], y mat?tres vacas.;;;;;;;;;x
CHRONICLE_PLAYER_INHERITANCE_LANDLESS; ÔÚ [GetDateText], [From.GetFirstName] Ê§È¥ÁË [From.GetHerHis] Í·ÏÎ, ¼Ò×å±àÄêÊ·½»¸øÁË [Root.GetTitledName].;Le [GetDateText], [From.GetFirstName] a perdu ses titres. Il a ét?décid?de transférer la dynastie ?[Root.GetTitledName].;Am [GetDateText] verlor [From.GetFirstName] [From.GetHerHis] Titel und es wurde beschlossen, die Chroniken der Dynastie an [Root.GetTitledName] zu übergeben.;;En [GetDateText], [From.GetFirstName] perdi?[From.GetHerHis] títulos, y se decidi?pasar las crónicas de la dinastía a [Root.GetTitledName].;;;;;;;;;x
CHRONICLE_WON_BATTLE_FOUGHT; [Root.GetTitledName] ÔÚ [Root.Location.GetName] ×÷Õ½¶Ô¿¹ [From.TopLiege.PrimaryTitle.GetName] ÓÉ [From.GetTitledName] ÂÊÁìµÄ¾ü¶Ó²¢Ó®µÃÊ¤Àû;[Root.GetTitledName] a remport?la bataille de [Root.Location.GetName] contre l'armée de [From.TopLiege.PrimaryTitle.GetName], menée par [From.GetTitledName].;[Root.GetTitledName] siegte in der Schlacht von [Root.Location.GetName] gegen das Heer von [From.TopLiege.PrimaryTitle.GetName] unter dem Befehl von [From.GetTitledName].;;[Root.GetTitledName] a gagn?la bataille de [Root.Location.GetName] contre l'armèe de [From.TopLiege.PrimaryTitle.GetName], menèe par [From.GetTitledName].;;;;;;;;;x
CHRONICLE_LOST_BATTLE_FOUGHT; [Root.GetTitledName] ÔÚ [Root.Location.GetName] ×÷Õ½¶Ô¿¹ [From.TopLiege.PrimaryTitle.GetName] ÓÉ [From.GetTitledName] ÂÊÁìµÄ¾ü¶Ó,µ«Ê§°ÜÁË.;[Root.GetTitledName] a perdu la bataille de [Root.Location.GetName] contre l'armée de [From.TopLiege.PrimaryTitle.GetName], menée par [From.GetTitledName].;[Root.GetTitledName] unterlag in der Schlacht von [Root.Location.GetName] dem Heer von [From.TopLiege.PrimaryTitle.GetName] unter dem Befehl von [From.GetTitledName].;;[Root.GetTitledName] a perdu la bataille de [Root.Location.GetName] contre l'armèe de [From.TopLiege.PrimaryTitle.GetName], menèe par [From.GetTitledName].;;;;;;;;;x
CHRONICLE_WON_BATTLE_BUT_DIDNT_FIGHT; [Root.TopLiege.GetTitledName] ÓÉ [Root.GetTitledName] ÂÊÁìµÄ¾ü¶Ó, Ó®µÃÁËÔÚ [Root.Location.GetName] ¶Ô¿¹ [From.TopLiege.PrimaryTitle.GetName] ¾ü¶ÓµÄÕ½¶·.;L'armée de [Root.TopLiege.GetTitledName], menée par [Root.GetTitledName], a remport?la bataille de [Root.Location.GetName] contre les armées de [From.TopLiege.PrimaryTitle.GetName].;Das Heer von [Root.TopLiege.GetTitledName] unter dem Befehl von [Root.GetTitledName] siegte in der Schlacht von [Root.Location.GetName] gegen die Truppen von [From.TopLiege.PrimaryTitle.GetName].;;L'armèe de [Root.TopLiege.GetTitledName], menèe par [Root.GetTitledName], a gagn?la bataille de [Root.Location.GetName] contre les armèes de [From.TopLiege.PrimaryTitle.GetName].;;;;;;;;;x
CHRONICLE_LOST_BATTLE_BUT_DIDNT_FIGHT; [Root.TopLiege.GetTitledName] ÓÉ [Root.GetTitledName] ÂÊÁìµÄ¾ü¶Ó, ÊäÁËÔÚ [Root.Location.GetName] ¶Ô¿¹ [From.TopLiege.PrimaryTitle.GetName] ¾ü¶ÓµÄÕ½¶·.;L'armée de [Root.TopLiege.GetTitledName], menée par [Root.GetTitledName], a perdu la bataille de [Root.Location.GetName] contre les armées de [From.TopLiege.PrimaryTitle.GetName].;Das Heer von [Root.TopLiege.GetTitledName] unter dem Befehl von [Root.GetTitledName] unterlag in der Schlacht von [Root.Location.GetName] den Truppen von [From.TopLiege.PrimaryTitle.GetName].;;L'armèe de [Root.TopLiege.GetTitledName], menèe par [Root.GetTitledName], a perdu la bataille de [Root.Location.GetName] contre les armèes de [From.TopLiege.PrimaryTitle.GetName].;;;;;;;;;x
EVTOPTM96500;¶¬¼¾µØĞÎ´óÊ¦;Maîtriser les terrains hivernaux.;Meistert die Kriegsführung im Winter.;;Dominar el Terreno en Invierno;;;;;;;;;x
in_hiding_desc;Õâ¸ö½ÇÉ«¶ãµ½ÁË²ØÉí´¦ÒÔ±Ü¿ªÕë¶Ô [GetHerHis] µÄÒõÄ±. ÕâÊ¹µÃ [GetHerHim] ÄÑÒÔ±»´ÌÉ±, µ«²ØÄäÖĞµÄÈËÉú²¢²»ºÃ¹ı..;Ce personnage se cache afin d'éviter des complots qui menaceraient sa vie. Il est ainsi plus difficile de l'assassiner, mais vivre cach?comporte des inconvénients...;Dieser Charakter versteckt sich, um Anschläge auf [GetHerHis] Leben zu entgehen. So ist [GetSheHe] schwerer zu ermorden, doch das Leben im Untergrund ist auch mühsam ...;;Este personaje ha pasado a la clandestinidad para evitar complots contra su vida. Esto le hace más difícil de asesinar, pero la vida en la clandestinidad tiene sus costes...;;;;;;;;;x
INTERACTION_NOT_IN_HIDING;Ä¿±ê²»ÔÚ²ØÄäÖĞ;La cible ne se cache pas;Ziel versteckt sich nicht;;El objetivo no est?en la clandestinidad;;;;;;;;;x
zun_judgement;±»´ó×ğÉóÅĞ;Est jug?par Zun;Wartet auf das Urteil von Zun ;;Siendo Juzgado por Zun;;;;;;;;;x
IS_DYING;¿ìËÀÁË;Est en train de mourir;Stirbt;;Est?muriendo;;;;;;;;;x
ISNT_DYING;Ã»ÓĞ¿ìËÀ;N'est pas en train de mourir;Stirbt nicht;; No se est?muriendo;;;;;;;;;x
LANDED_SIBLING_BONUS;ÓĞÍÁµØµÄĞÖµÜ½ãÃÃ;Frère ou sœur avec terre;Geschwister mit Landbesitz;;Propiedad Hermano;;;;;;;;;x
LANDED_HALF_SIBLING_BONUS;ÓĞÍÁµØµÄ°ìÑªĞÖµÜ½ãÃÃ;Demi-frère ou demi-sœur avec terre;Halbgeschwister mit Landbesitz;;Propiedad Medio Hermano;;;;;;;;;x
LANDED_NIECE_BONUS;ÓĞÍÁµØµÄÖ¶Å®;Nièce avec terre;Nichte mit Landbesitz;;Propiedad Sobrina;;;;;;;;;x
LANDED_CHILD_BONUS;ÓĞÍÁµØµÄ [Root.GetSonDaughter];[Root.GetSonDaughter] avec terre;[Root.GetSonDaughter] mit Landbesitz;;Propiedad [Root.GetSonDaughter];;;;;;;;;x
LANDED_GRAND_CHILD_BONUS;ÓĞÍÁµØµÄËï [Root.GetSonDaughter];Petit[Root.GetNoneE]-[Root.GetSonDaughter] avec terre;[Root.GetSonDaughter] eines Kindes mit Landbesitz;;propiedad gran [Root.GetSonDaughter];;;;;;;;;x
LANDED_PARENT_BONUS;ÓĞÍÁµØµÄ [Root.GetFatherMother];[Root.GetFatherMother] avec terre;[Root.GetFatherMother] mit Landbesitz;;Propiedad [Root.GetFatherMother];;;;;;;;;x
LANDED_UNCLE_AUNT_BONUS;ÓĞÍÁµØµÄ [Root.GetUncleAunt];[Root.GetUncleAunt] avec terre;[Root.GetUncleAunt] mit Landbesitz;;Propiedad [Root.GetUncleAunt];;;;;;;;;x
LANDED_GRAND_PARENT_BONUS;ÓĞÍÁµØµÄ×æ¸¸Ä¸;Grand-parent avec terre;Großeltern mit Landbesitz;;Propiedad de Abuelo/a;;;;;;;;;x
LANDED_GREAT_GRAND_PARENT_BONUS;ÓĞÍÁµØµÄÔø×æ¸¸Ä¸;Arrière-grand-parent avec terre;Urgroßeltern mit Landbesitz;;Propiedad de Gran Abuelo/a;;;;;;;;;x
LANDED_COUSIN_BONUS;ÓĞÍÁµØµÄ±íÇ×;Cousin(e) avec terre;Cousin mit Landbesitz;;Propiedad de Prima;;;;;;;;;x
LIEGE_PRESTIGE;·â³¼½¨ÖşÌá¹©µÄÍşÍû£º§G+$VALUE$§!;Prestige donn?par les vassaux? §G+$VALUE$?;Prestige von Vasallen: §G+$VALUE$?;;Prestigio desde el punto de vista de tus vasallos: §G+$VALUE$?;;;;;;;;;x
INTERACTION_TRIBAL_TITLE_ALLOWS_REVOKATION; §Y$TITLE$§! µÄ²¿ÂäÌåÏµ×¼ĞíÊÕ»ØÍ·ÏÎ;L'organisation tribale de §Y$TITLE$? permet la révocation;Stammes-Organisation von §Y$TITLE$? gestattet Titelentzug;; La Organización Tribal de §Y$TITLE$? permite la Revocación;;;;;;;;;x
CHRONICLE_FOUNDED_NEW_KINGDOM_OR_EMPIRE; [Root.GetDynName] Õ¹Ê¾ÁË [Root.GetHerHis] Ç¿´óµÄÊµÁ¦, ´´½¨ÁË [Root.PrimaryTitle.GetFullName].;[Root.GetDynName] a fait preuve de sa grande puissance en fondant le nouveau [Root.PrimaryTitle.GetFullName].;[Root.GetDynName] zeigte [Root.GetHerHis] große Macht durch die Gründung des neuen [Root.PrimaryTitle.GetFullName].;;[Root.GetDynName] muestra [Root.GetHerHis] gran poder al fundar el nuevo [Root.PrimaryTitle.GetFullName].;;;;;;;;;x
CHRONICLE_FILL0016; [Root.PrimaryTitle.GetName] ÔÚÕâÄêÀïÓ­»ñ·áÊÕ.;[Root.PrimaryTitle.GetName] a bénéfici?d'une moisson exceptionnelle cette année.;[Root.PrimaryTitle.GetName] erlebte in diesem Jahr eine ungewöhnlich reiche Ernte.;; Este año [Root.PrimaryTitle.GetName] presenci?una abundante cosecha fuera de lo común.;;;;;;;;;x
;#CHRONICLE_ADOPTED_FEUDALISM;[Root.GetDynName] adopted a feudal system in [Root.GetHerHis] domains, abandoning the old tribal ways.;;[Root.GetDynName] f¨¹hrte in [Root.GetHerHis] Gebieten das Feudalsystem ein und gab die Stammestraditionen auf.;;[Root.GetDynName] adopt¨® un sistema feudal en [Root.GetHerHis] dominios, abandonando las viejas costumbres tribales.;;;;;;;;;x;
;#CHRONICLE_FOUNDED_MERCHANT_REPUBLIC;[Root.GetDynName] founded a merchant republic in [Root.GetHerHis] domains, abandoning the old tribal ways.;;[Root.GetDynName] gr¨¹ndete in [Root.GetHerHis] Gebieten eine Handelsrepublik und gab die Stammestraditionen auf.;;;;;;;;;;;x;
EVTDESC_CM_1160;ÔÚ³¯ÖĞµÄÄ³¸öÍíÉÏ,ÄãµÄÄ¸Ç×[Root.Mother.GetFirstName]Ãæ¶ÔËùÓĞÈËÕë¶ÔÄãµÄ[Root.Spouse.GetHusbandWife]´óÉùÖ¸Ôğ. ËûËµÄãµÄ[Root.Spouse.GetHusbandWife] ²»ÖªµÀ [Root.Spouse.GetHerHis] µÄµØÎ»,Ó¦µ±±»ºÃºÃ¹Ü½Ì.ÄãµÄ[Root.Spouse.GetHusbandWife]ÍûÏòÄã,Ñ°ÇóÖ§³Ö..;Un soir ?la cour, votre mère [Root.Mother.GetFirstName] commence ?critiquer vertement votre [Root.Spouse.GetHusbandWife] en public. Elle déclare qu'[Root.Spouse.GetSheHe] ne connaît pas sa place et mériterait un bon rappel ?l'ordre. Votre [Root.Spouse.GetHusbandWife] vous regarde, implorant votre soutien...;Eines Abends bei Hof übt Eure Mutter [Root.Mother.GetFirstName] ungewöhnlich harsche Kritik an Eurem Gespons vor aller Augen und Ohren. Sie behauptet, [Root.Spouse.GetSheHe] kenne [Root.Spouse.GetHerHis] Platz nicht und brauche eine strengere Hand. Euer Gespons schaut hilfesuchend zu Euch ...;;Un atardecer en la corte, tu madre [Root.Mother.GetFirstName] critica agriamente a tu [Root.Spouse.GetHusbandWife] delante de todo el mundo. Dice que tu [Root.Spouse.GetHusbandWife] no sabe cuál es [Root.Spouse.GetHerHis] lugar y que se lo/a debería atar corto. Tu [Root.Spouse.GetHusbandWife] te mira suplicante en busca de apoyo...;;;;;;;;;x
EVTOPTA_CM_1160;ÀÏÂèÊÇ¶ÔµÄ;Mère a raison.;Mutter hat recht.;;La madre tiene razón;;;;;;;;;x
EVTOPTB_CM_1160;ÀÏÆÅÄï,±Õ×ì.;Silence, mère. Vous dépassez les limites.;Seid still, Mutter. Ihr nehmt Euch zuviel heraus.;;Callate, madre. Estás fuera de tema;;;;;;;;;x
EVTOPTC_CM_1160;¹»ÁË!È¥ĞŞÅ®ÄÇ´ô×Å!;J'en ai assez. Je vous envoie au couvent?;Genug davon. Ins Kloster mit Euch!;; Ya he tenido suficiente. ¡Esto significa el convento para ti!????;;;;;;;;x
EVTDESC_CM_1172;ÄãÄ¸Ç×À´¼ûÄã. 'ÎÒµÄ [Root.GetSonDaughter], ÎÒºÜµ£ÓÇ. ÄãµÄ [From.GetJobTitle], [From.GetTitledFirstName], ÔÚ[From.GetHerHis]¹¤×÷ÉÏ²»ÖªµÀÊ²Ã´²ÅÊÇ·ûºÏÎÒÃÇÀûÒæµÄ.ÎÒµ£ĞÄ³¤´ËÒÔÍù,[From.GetSheHe]»áÓĞº¦ÓÚÄãµÄÍ³ÖÎ.';Votre mère vous rend visite. «M[Root.GetHerHis] [Root.GetSonDaughter], je me fais du souci pour vous. Votre [From.GetJobTitle], [From.GetTitledFirstName], ne semble pas agir dans notre intérêt en accomplissant ses tâches. J'ai peur qu'[From.GetSheHe] ne finisse par constituer un danger pour votre règne ?long terme.?Eure Mutter besucht Euch. '[Root.GetSonDaughter], Ich mache mir Sorgen. Euer [From.GetJobTitle] [From.GetTitledFirstName] scheint in [From.GetHerHis] Funktion nicht in unserem Interesse zu handeln. Ich fürchte, über kurz oder lang wird [From.GetSheHe] zu einer Gefahr für Eure Herrschaft werden.';;Tu madre te viene a ver. "Mi [Root.GetSonDaughter], estoy preocupada. Tu [From.GetJobTitle], [From.GetTitledFirstName], no parece tener en cuenta nuestros intereses cuando ejecuta las tareas de [From.GetHerHis] despacho. Me temo que, a la larga, [From.GetSheHe] puede convertirse en un peligro para tu gobierno.;;;;;;;;;x
EVTOPTA_CM_1172;Ä¸Ç×,ÄãÊÇ¶ÔµÄ. [From.GetJobTitle] ±ØĞëÏÂÌ¨.;Vous avez raison, mère. Nous lui dirons de partir.;Ihr habt recht, Mutter. Der [From.GetJobTitle] muss gehen.;;Estás en lo cierto, madre. [From.GetJobTitle] debe irse.;;;;;;;;;x
EVTOPTB_CM_1172;ÎÒ²»»áÈÃ[From.GetTitledFirstName]×ßµÄ.;Nous ne renverrons pas [From.GetTitledFirstName].;Ich werde [From.GetTitledFirstName] nicht hinauswerfen.;;No voy a deshacerme de [From.GetTitledFirstName].;;;;;;;;;x
EVTOPTC_CM_1172;ÄãÄÖ¹»ÁË!È¥ĞŞÅ®ÄÇ´ô×Å!;Vos insinuations m'incommodent. Vous irez au couvent?;Es reicht mir mit Eurer Einmischung. Ins Kloster mit Euch!;;Basta ya de interferencias. ¡Esto significa el convento para ti!;;;;;;;;;x
TRIBAL_VASSAL_TAX_MODIFIER;²¿Âä·â³¼Ë°;Impôt de la part des vassaux tribaux;Stammes-Vasallensteuer;;Impuesto Vasallo Tribal;;;;;;;;;x
