;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
haughty;自大;Enfant au caract鑢e hautain;躡erheblich;;altanero/a;;;;;;;;;x
EVTDESCC_ZE_12040;我已经钓了几个小时. 但还是没钓到昨天仆人孩子钓到的大鱼.;Voil?des heures que je p阠he. Jusqu'?pr閟ent, je n'ai toujours pas r閡ssi ?attraper un poisson aussi gros que celui p阠h?hier par l'enfant de domestique.;Obwohl ich stundenlang angeln war, habe ich keinen Fisch gefangen, der so gro?ist wie der, den das Kind eines Dieners gestern gefangen hat.;;Llevo horas pescando. Todav韆 no he cogido un pez tan grande como el que pesc?ayer ese hijo del sirviente.;;;;;;;;;x
EVTOPTA_ZE_12040;如果你帮我一下我就能戴上.;Avec un peu d'aide, je pourrai l'enfiler.;Wenn Ihr mir helft, wird er passen.;;Cabr?si me ayudas.;;;;;;;;;x
EVTOPTB_ZE_12040;把帽子给年轻人.;Donner le chapeau ?quelqu'un de plus jeune.;Gebt den Hut einem anderen Kind.;;Dar el sombrero a alguien m醩 joven.;;;;;;;;;x
EVTOPTC_ZE_12040;进去.;Aller ?l'int閞ieur.;Geht hinein.;;Ir dentro.;;;;;;;;;x
EVTOPTD_ZE_12040;折回.;Rebrousser chemin.;Dreht um.;;Volverte atr醩;;;;;;;;;x
EVTOPTE_ZE_12040;如果我继续等待.;Si j'attends suffisamment longtemps.;Wenn ich lange genug warte.;;Si espero lo suficiente.;;;;;;;;;x
EVTOPTF_ZE_12040;回家.;Retourner ?la maison.;Geht nach Hause.;;Volver a casa;;;;;;;;;x
EVTOPTE_ZE_12040_TOOLTIP1;捉住一些东西.;Attraper quelque chose.;Fangt etwas.;;Coger algo.;;;;;;;;;x
EVTOPTE_ZE_12040_TOOLTIP2;浪费时间.;Perdre du temps.;Vergeudet Zeit.;;Perder tiempo;;;;;;;;;x
EVTDESCA_ZE_12042;[From.GetFirstName] 坚持要我帮助 [From.GetHerHim] 戴上旧帽子.  [From.GetSheHe]长大了, 他根本戴不上, 我已经对 [From.GetHerHim] 说了好几次.;[From.GetFirstName] insiste pour que je l'aide ?enfiler un vieux chapeau. Une t鈉he futile, sa t阾e 閠ant d閟ormais trop large pour ce couvre-chef ?chose que je ne cesse de lui r閜閠er.;[From.GetFirstName] besteht darauf, dass ich ihm/ihr dabei helfe, einen alten Hut passend zu machen. Eine sinnlose Aufgabe, denn der Hut ist zu klein f黵 [From.GetSheHe]. Das habe ich ihm/ihr mehrmals gesagt.;;[From.GetFirstName] insiste que [From.GetHerHim] ayude a ponerse un viejo sombrero. Una tarea muy in鷗il ya que [From.GetSheHe] es demasiado grande para 閘, aunque ya se lo he dicho a [From.GetSheHe] varias veces.;;;;;;;;;x
EVTDESCB_ZE_12042;[From.GetFirstName] 想进入可怕的鬼屋. 这看起来很危险, 我们最好别进去.;[From.GetFirstName] veut absolument visiter l'effrayante maison hant閑. L'exp閐ition semble dangereuse, d'autant que l'on m'a express閙ent interdit de m'en approcher.;[From.GetFirstName] m鯿hte unbedingt in das gruselige Haus. Das Haus wirkt bedrohlich und man hat uns ausdr點klich ermahnt, nicht dorthin zu gehen.;;[From.GetFirstName] quiere entrar de verdad en la terror韋ica casa embrujada. Parece que es peligroso y nos han dicho que no nos acerquemos a ella.;;;;;;;;;x
EVTOPTA_ZE_12042;没人告诉我该怎么办.;Ce n'est pas ?un enfant de me dire quoi faire.;Von einem Kind lasse ich mir nichts vorschreiben.;;Ning鷑 ni駉 me dice qu?hacer.;;;;;;;;;x
EVTOPTB_ZE_12042;答应他.;C閐er aux demandes.;Gebt den Forderungen nach.;;Ceder a las demandas.;;;;;;;;;x
EVTOPTC_ZE_12042;我不想去那里.;Je ne veux pas y aller.;Ich m鯿hte dort nicht hineingehen.;;No quiero entrar all?;;;;;;;;;x
EVTOPTD_ZE_12042;我可以这样做.;J'en suis capable.;Ich kann das nicht tun.;;Puedo hacerlo.;;;;;;;;;x
EVTDESCA_ZE_12044;[From.GetFirstName] 打我的头, 因为我没听 [From.GetHerHim] 的.;[From.GetFirstName] me donne un coup sur le cr鈔e pour ne pas l'avoir 閏out?;[From.GetFirstName] gab mir einen Schlag auf den Kopf, weil ich ihm/ihr nicht zugeh鰎t habe.;;[From.GetFirstName] me golpe?en la cabeza por no escuchar[From.GetHerHim].;;;;;;;;;x
EVTDESCB_ZE_12044;[From.GetFirstName] 说我们必须回去, 如果不回去 [From.GetSheHe] 会揍我.;[From.GetFirstName] affirme que nous devons rentrer et que, si j'insiste, [From.GetSheHe] mouchardera.;[From.GetFirstName] sagt, dass wir nun zur點k m黶sen. Wenn wir das nicht tun, dann w黵de [From.GetSheHe] mich verraten.;;[From.GetFirstName] dice que tenemos que volver ahora, y si no, [From.GetSheHe] se chivar?de m?;;;;;;;;;x
EVTDESCC_ZE_12044;几个小时后, 我感觉有东西上钩了. 这是一条大鱼, 应该比 [Root.Capital.GetName] 的钓的鱼大.;Quelques heures plus tard, quelque chose mord enfin. C'est un poisson gigantesque, probablement le plus gros de tout [Root.Capital.GetName].;Nach einigen Stunden merke ich, dass endlich etwas angebissen hat. Es ist ein riesiger Fisch, wahrscheinlich der gr鲞te in [Root.Capital.GetName].;;Despu閟 de unas horas m醩, finalmente siento que algo pica. Es pez enorme, probablemente el pez m醩 grande de [Root.Capital.GetName].;;;;;;;;;x
EVTDESCD_ZE_12044;就在我即将放弃时, 我抓住了一条鱼. 但这只鱼可不大.;Je suis sur le point d'abandonner quand quelque chose se passe enfin. J'attrape donc un poisson, mais il n'est gu鑢e imposant.;Ich wollte gerade aufgeben, aber dann passierte es endlich. Ich habe einen Fisch gefangen. Leider ist er nicht besonders gro?;;Estoy a punto de renunciar, pero entonces sucedi? He atrapado un pez, pero no es muy grande.;;;;;;;;;x
EVTOPTA_ZE_12044;[From.GetSheHeCap] 真小气!;[From.GetSheHeCap] est sans-c渦r?;[From.GetSheHeCap] ist so gemein!;;From.GetSheHeCap] es malo/a!;;;;;;;;;x
EVTOPTB_ZE_12044;也许可以请其他人帮忙.;Quelqu'un d'autre pourra sans doute m'aider ?l'enfiler.;Jemand anders kann ihn passend machen.;;Alguien podr?hacer que quepa.;;;;;;;;;x
EVTOPTC_ZE_12044;快来, 不然我告家长.;Venez, ou je dirai que c'閠ait votre id閑.;Komm, oder ich sage, dass es deine Idee war.;;Ven o dir?que fue idea tuya.;;;;;;;;;x
EVTOPTD_ZE_12044;你是对的.;Vous avez raison.;Du hast recht.;;Tienes raz髇.;;;;;;;;;x
EVTOPTE_ZE_12044;他们会说起今天事.;Ils chanteront des balades sur ce qui s'est pass?aujourd'hui.;Von diesem Tag wird man noch lange sprechen.;;Se contar醤 historias sobre el d韆 de hoy.;;;;;;;;;x
EVTOPTF_ZE_12044;至少我勇于尝试.;Au moins, j'ai essay?;Wenigstens habe ich es versucht.;;Al menos he intentado.;;;;;;;;;x
EVTDESCA_ZE_12046;[From.GetFirstName] 认为我不想帮忙. [From.GetSheHeCap] 不太高兴, 但我没想到 [From.GetHerHis] 居然朝我吐舌头.;[From.GetFirstName] me pense injuste, car j'ai refus?de l'aider. [From.GetSheHeCap] m'a m阭e tir?la langue.;[From.GetFirstName] glaubt, dass ich gemein bin, weil ich nicht helfe. [From.GetSheHeCap] hat mir sogar die Zunge herausgestreckt.;;[From.GetFirstName] piensa que soy mala/o por no ayudar. [From.GetSheHeCap] incluso me sac?la lengua.;;;;;;;;;x
EVTDESCB_ZE_12046;[From.GetFirstName] 说 [From.GetSheHe] 会让别人来帮助 [From.GetHerHim].;[From.GetFirstName] m'a dit qu'[From.GetSheHe] allait trouver quelqu'un d'autre pour l'aider.;[From.GetFirstName] meint, [From.GetSheHe] w黵de jemand anders finden, der ihm/ihr hilft.;;[From.GetFirstName] dice [From.GetSheHe] conseguir?otra persona para ayudar[From.GetHerHim].;;;;;;;;;x
EVTDESCC_ZE_12046;[From.GetFirstName] 告诉我, 除非我和 [From.GetHerHim]一起去, 不然他就去告家长, 说是我的主意.;[From.GetFirstName] s'obstine ?vouloir y aller et, si je ne l'accompagne pas, n'h閟itera pas ?mentir en affirmant que c'閠ait mon id閑.;[From.GetFirstName] m鯿hte immer noch gehen und wird l黦en und behaupten, dass es meine Idee gewesen ist, wenn ich nicht mit ihm/ihr gehe.;;[From.GetFirstName] todav韆 quiere ir. Mentir?y dir?que fue idea m韆 si no voy con [From.GetSheHe].;;;;;;;;;x
EVTDESCD_ZE_12046;[From.GetFirstName] 说我是对的, 我们应该远离这里.;[From.GetFirstName] a reconnu que j'avais raison, et nous avons rebrouss?chemin, loin de la terrifiante b鈚isse.;[From.GetFirstName] sagte, dass ich recht habe und wir gingen nach Hause, fort von dem schrecklichen Haus.;;[From.GetFirstName] dijo que ten韆 raz髇 y volvimos a casa, lejos de la casa de los horrores.;;;;;;;;;x
EVTOPTA_ZE_12046; [From.GetSheHe]真蠢.;Eh bien, [From.GetSheHe] est stupide.;Tja, [From.GetSheHe] ist dumm.;;Vale, [From.GetSheHe] es idiota.;;;;;;;;;x
EVTOPTB_ZE_12046;至少 [From.GetSheHe] 知道 [From.GetSheHe] 想要什么.;Au moins, [From.GetSheHe] sait ce qu'[From.GetSheHe] veut.;Wenigstens wei?[From.GetSheHe], was [From.GetSheHe] will.;;Por lo menos [From.GetSheHe] sabe lo que [From.GetSheHe] quiere.;;;;;;;;;x
EVTOPTC_ZE_12046;我很生气!;Je suis tellement en col鑢e?;Ich bin so w黷end!;;stoy tan enfadado!;;;;;;;;;x
EVTOPTD_ZE_12046;不要惹 [Root.GetFirstName].;Ne vous frottez pas ?[Root.GetFirstName].;Leg dich nicht mit [Root.GetFirstName] an.;;No te metas con [Root.GetFirstName].;;;;;;;;;x
EVTDESCA_ZE_13700;我半夜醒来, 心脏狂跳不止, 身体也有些怪怪的. 我真正的梦想是什么?;Je me r関eille au milieu de la nuit, le c渦r haletant et une curieuse sensation parcourant mon corps. ?quoi r陃ais-je?;Mitten in der Nacht erwache ich. Mein Herz rast und mein gesamter K鰎per f黨lt sich seltsam an. Wovon habe ich gerade nur getr鋟mt?;;Me despierto en medio de la noche, mi coraz髇 va disparado y mi cuerpo entero se siente raro. 緾on qu?estaba so馻ndo?;;;;;;;;;x
EVTOPTA_ZE_13700;那个 [Root.GetBoyGirl] 我以前见过.;?ma rencontre de plus t魌 avec la jeunesse paysanne.;Von dem Bauernkind, das ich getroffen habe.;;El/la [Root.GetBoyGirl] de la granja que conoc?antes.;;;;;;;;;x
EVTOPTB_ZE_13700;[lustful_target.GetFirstName], 吻我.;?[lustful_target.GetFirstName] m'embrassant.;Von [lustful_target.GetFirstName] und dass wir uns k黶sten.;;[lustful_target.GetFirstName], bes醤dome.;;;;;;;;;x
EVTOPTC_ZE_13700;不管是什么都不重要.;C'閠ait sans importance.;Was es auch gewesen sein mag, es ist nicht wichtig.;;Fuera lo que fuera, no ser韆 demasiado importante.;;;;;;;;;x
EVTOPTD_ZE_13700;继续睡觉.;Je ferais mieux de me recoucher.;Ich sollte versuchen, weiterzuschlafen.;;Tendr韆 que intentar dormir.;;;;;;;;;x
EVTDESCA_ZE_13701;我的脑子里都是 [Root.GetHerHim] . [Root.GetHerHisCap] 的头发,  [Root.GetSheHe] 走路的方式. 我无法工作, 我想见见 [Root.GetHerHim] .;Oh, il y a quelque chose ?son propos que je n'arrive pas ?me sortir de la t阾e. Ses cheveux, comment ils bougeaient. Rien que d'y penser, je sens quelque chose s'emparer de moi.;Irgendetwas an ihm/ihr will mir nicht aus dem Kopf. Sein/Ihr Haar, die Art, wie [Root.GetSheHe] sich bewegt. Mir klopft das Herz, wenn ich nur an [Root.GetHerHim] denke.;;Ah es s髄o algo en [Root.GetHerHim] que no me puedo quitar de la cabeza. [Root.GetHerHisCap] cabello, la forma c髆o [Root.GetSheHe] se mov韆. Me est?dando algo solo con pensar en [Root.GetHerHim] de nuevo.;;;;;;;;;x
EVTOPTA_ZE_13701;抱着 [Root.GetHerHim] 是什么感觉?;J'aimerais 阾re dans ses bras. Comment me sentirais-je alors?;Wie es wohl w鋜e, [Root.GetHerHim] in den Armen zu halten?;;緾髆o ser韆 poder abrazar[Root.GetHerHim]?;;;;;;;;;x
EVTOPTB_ZE_13701;[Root.GetSheHeCap] 是我的唯一.;[Root.GetSheHeCap] est mon 鈓e s渦r.;[Root.GetSheHeCap] ist f黵 mich bestimmt.;;No hay nadie m醩 que [Root.GetSheHe] para m?;;;;;;;;;x
EVTOPTC_ZE_13701;如果我再见到 [Root.GetHerHim] , 我们会度过开心的一天.;Si nous nous revoyons, nous nous amuserons.;Wenn ich [Root.GetHerHim] wiedersehe, werden wir fr鰄liche Stunden erleben.;;Si [Root.GetHerHim] veo de nuevo, pasaremos un buen rato.;;;;;;;;;x
EVTOPTD_ZE_13701;我不能这么想. 这是一种罪.;Je ne devrais pas. C'est un p閏h闋!;Ich sollte das nicht denken. Es ist S黱de.;;Yo no deber韆. Es un pecado.;;;;;;;;;x
EVTDESCA_ZE_13702;[lustful_target.GetHerHisCap] 吻着我. 我的手, 轻轻地抚摸 [lustful_target.GetHerHim] . 我不知道 [lustful_target.GetFirstName] 是否对我有同样的感觉?;Ses l鑦res touchent les miennes, et mes mains les siennes. [lustful_target.GetFirstName] 閜rouve-t-[lustful_target.GetSheHe] la m阭e chose pour moi?;Seine/Ihre Lippen auf meinen. Meine H鋘de, die [lustful_target.GetHerHim] sanft ber黨ren. Ich frage mich, ob [lustful_target.GetFirstName] f黵 mich dasselbe empfindet?;;[lustful_target.GetHerHisCap] labios tocan los m韔s. Mis manos tocando suavemente las [lustful_target.GetHerHim]yas. Me pregunto si [lustful_target.GetFirstName] siente igual lo mismo hacia m?;;;;;;;;;x
EVTOPTA_ZE_13702;我将拯救自己为了 [lustful_target.GetHerHim].;Je ne vois personne d'autre dans ma vie.;Ich werde mich f黵 [lustful_target.GetHerHim] aufsparen.;;Me reservar?para [lustful_target.GetSheHe].;;;;;;;;;x
EVTOPTB_ZE_13702;[lustful_target.GetSheHeCap] 让我性奋.;[lustful_target.GetSheHeCap] provoque chez moi une profonde 閙otion.;[lustful_target.GetSheHeCap] ist atemberaubend.;;[lustful_target.GetSheHeCap] consigue excitarme.;;;;;;;;;x
EVTDESCA_ZE_13703;这些想法最近让我失眠. 我并不认为这很有趣.;Ces derniers temps, ce genre de pens閑s n'a cess?de me distraire. Or je les trouve futiles, et elles perturbent mon sommeil.;In letzter Zeit wurde ich von solchen Gedanken oft abgelenkt. Ich finde sie wenig ansprechend und au遝rdem beeintr鋍htigen sie meinen Schlaf.;;Esta clase de pensamientos me han estado distrayendo 鷏timamente. No los encuentro muy interesantes y me impiden dormir.;;;;;;;;;x
EVTOPTA_ZE_13703;我会专注于其他事.;Je ferais mieux de me concentrer sur d'autres choses.;Es w黵de mir guttun, wenn ich mich auf etwas anderes konzentrieren w黵de.;;Har韆 bien en centrarme en otras cosas.;;;;;;;;;x
EVTOPTB_ZE_13703;时间会淡忘一切.;Peut-阾re que 鏰 va passer.;Vielleicht wird es mit der Zeit besser.;;Tal vez cambiar?con el tiempo.;;;;;;;;;x
EVTDESCA_ZE_13704;[From.GetFirstName] 最近看我的眼神有些奇怪. 当我们交谈时,  [From.GetHerHim] 总是对那些不是很有趣的事情发出咯咯地笑声.;[From.GetFirstName] me regarde sous un nouveau jour derni鑢ement, gloussant quand je lui parle et s'esclaffant de choses qui ne sont pas suppos閑s 阾re dr鬺es.;[From.GetFirstName] schaut mich in letzter Zeit irgendwie anders an als fr黨er. [From.GetSheHeCap] lacht 黚er Dinge, die eigentlich gar nicht lustig sind.;;[From.GetFirstName] 鷏timamente me est?mirando de un nuevo modo. Se r韊 totalmente cada vez que [From.GetHerHim] hablo, se re韗 de cosas que no se pretenden ser graciosas.;;;;;;;;;x
EVTOPTA_ZE_13704;看来 [From.GetSheHe] 对我有好感..;Je pense qu'[From.GetSheHe] a le b間uin pour moi...;Vielleicht hat [From.GetSheHe] sich in mich verliebt.;;Parece [From.GetSheHe] est?enamorado de m?..;;;;;;;;;x
EVTOPTD63041;换取一个人情.;En 閏hange d'une faveur.;Im Austausch f黵 einen Gefallen.;;A cambio de un favor.;;;;;;;;;x
EVTOPTC_ZE_12060_TOOLTIP;可能不接受提议.\n;Risque de refuser l'offre.\n;Nimmt das Angebot m鰃licherweise nicht an.\n;;No se puede aceptar la oferta.\n;;;;;;;;;x
EVTDESC20134;我的大人, 我在 [FromFrom.Location.GetName] 的工作已经完成. 通过贿赂, 哄骗, 勒索, 威胁和伪造文件, 我已经成功制造 [From.GetTitledName] 有关 [FromFrom.Location.Kingdom.GetFullName] 的宣称. 现在由您决定是否接受.\n\n谦卑的 [Root.GetChancellorName],\n[FromFrom.GetTitledName];M[Root.GetHerHis][Root.GetLordLady], \nMon travail ?[FromFrom.Location.GetName] a port?ses fruits. Par corruption, flatteries, extorsions, menaces et faux documents, j'ai r閡ssi ?obtenir pour vous le droit de revendiquer le titre '[FromFrom.Location.Kingdom.GetFullName]', actuellement entre les mains de [From.GetTitledName]. Vous 阾es libre de vous en servir ou non.\n\nVotre humble [Root.GetChancellorName],\n[FromFrom.GetTitledName];Mein Lehensherr, meine Arbeit in [FromFrom.Location.GetName] hat sich wohl erf黮lt. Durch Bestechung, 躡erredung, Erpressung, Drohung und F鋖schung von Dokumenten konnte ich es bewerkstelligen, einen Besitzanspruch auf das [FromFrom.Location.Kingdom.GetFullName], das derzeit von [From.GetTitledName] gehalten wird, anzumelden. Ich 黚erlasse es Euch, ob Ihr Druck aus黚t oder nicht.\n\nEuer ergebener [Root.GetChancellorName],\n[FromFrom.GetTitledName];;Mi se駉r, mi trabajo en [FromFrom.Location.GetName] parece haber dado fruto. A base de sobornos, adulaciones, extorsiones, amenazas y falsificaciones de documentos, he conseguido crear una reclamaci髇 sobre [From.Location.Duchy.GetFullName], actualmente perteneciente a [From.GetTitledName]. Dejo en vuestras manos la decisi髇 de ejecutarla o no.\n\nVuestro humilde [Root.GetChancellorName],\n[From.GetTitledName];;;;;;;;;x
EVTDESCA_ZE_14700;我已经完成我的教育, 但没有明确的目标. 我对外交很感兴趣, 但没人指导, 我学的并不好.;J'ai achev?mon 閐ucation, mais sans d閒inir d'objectif pr閏is. J'ai certes une affinit?pour la diplomatie, mais faute d'orientation, je n'ai pas excell?dans cette discipline.;Ich habe meine Ausbildung ohne klare Aufgabe abgeschlossen. Das Studium der Diplomatie war phasenweise anregend, aber wenn ich keine Hilfe hatte, waren meine Ergebnisse nicht besonders gut.;;He terminado mi educaci髇, pero sin ninguna finalidad clara. Encontr?alguna alegr韆 en el estudio de la diplomacia pero sin gu韆 no lo hago muy bien.;;;;;;;;;x
EVTDESCB_ZE_14700;我已经完成我的教育, 但没有明确的目标. 我对军事很感兴趣, 但没人指导, 我学的并不好;J'ai achev?mon 閐ucation, mais sans d閒inir d'objectif pr閏is. J'ai certes une affinit?pour la strat間ie militaire, mais faute d'orientation, je n'ai pas excell?dans cette discipline.;Ich habe meine Ausbildung ohne klare Aufgabe abgeschlossen. Das Studium des Milit鋜wesens war phasenweise anregend, aber wenn ich keine Hilfe hatte, waren meine Ergebnisse nicht besonders gut.;;He terminado mi educaci髇, pero sin ninguna finalidad clara. Encontr?alguna alegr韆 en el estudio de las artes b閘icas pero sin gu韆 no lo hago muy bien.;;;;;;;;;x
EVTDESCC_ZE_14700;我已经完成我的教育, 但没有明确的目标. 我对管理很感兴趣, 但没人指导, 我学的并不好.;J'ai achev?mon 閐ucation, mais sans d閒inir d'objectif pr閏is. J'ai certes une affinit?pour l'intendance, mais faute d'orientation, je n'ai pas excell?dans cette discipline.;Ich habe meine Ausbildung ohne klare Aufgabe abgeschlossen. Das Studium der Verwaltung war phasenweise anregend, aber wenn ich keine Hilfe hatte, waren meine Ergebnisse nicht besonders gut.;;He terminado mi educaci髇, pero sin ninguna finalidad clara. Encontr?alguna alegr韆 en el estudio de la administraci髇 pero sin gu韆 no lo hago muy bien.;;;;;;;;;x
EVTDESCD_ZE_14700;我已经完成我的教育, 但没有明确的目标. 我对阴谋很感兴趣, 但没人指导, 我学的并不好.;J'ai achev?mon 閐ucation, mais sans d閒inir d'objectif pr閏is. J'ai certes une affinit?pour l'intrigue, mais faute d'orientation, je n'ai pas excell?dans cette discipline.;Ich habe meine Ausbildung ohne klare Aufgabe abgeschlossen. Das Studium der Intrige war phasenweise anregend, aber wenn ich keine Hilfe hatte, waren meine Ergebnisse nicht besonders gut.;;He terminado mi educaci髇, pero sin ninguna finalidad clara. Encontr?alguna alegr韆 en el estudio de la intriga pero sin gu韆 no lo hago muy bien.;;;;;;;;;x
EVTDESCE_ZE_14700;我已经完成我的教育, 但没有明确的目标. 我对学识很感兴趣, 但没人指导, 我学的并不好.;J'ai achev?mon 閐ucation, mais sans d閒inir d'objectif pr閏is. J'ai certes une affinit?pour l'閞udition, mais faute d'orientation, je n'ai pas excell?dans cette discipline.;Ich habe meine Ausbildung ohne klare Aufgabe abgeschlossen. Das Studium der Gelehrsamkeit war phasenweise anregend, aber wenn ich keine Hilfe hatte, waren meine Ergebnisse nicht besonders gut.;;He terminado mi educaci髇, pero sin ninguna finalidad clara. Encontr?alguna alegr韆 en el estudio del conocimiento pero sin gu韆 no lo hago muy bien.;;;;;;;;;x
